玉麒麟海鲜酒家|玉麒麟海鮮酒家|Kirin Seafood Restaurant|555 West 12th Ave|Vancouver|BC|V5Z3X7|$$$||1-604-879-8038|{"Mon-Sun":"11:00am - 2:30pm and 5:00pm - 10:30pm","Sat-Sun":"10:00am - 2:30pm and 5:00pm - 10:30pm"}|http://www.kirinrestaurants.com/index.php5|
玉麒麟海鲜酒家|玉麒麟海鮮酒家|Kirin Seafood Restaurant|1172 Alberni Street|Vancouver|BC|V6E3Z3|$$$||1-604-682-8833|{"Mon-Sun":"11:00am - 2:30pm and 5:00pm - 10:30pm","Sat-Sun":"10:00am - 2:30pm and 5:00pm - 10:30pm"}|http://www.kirinrestaurants.com/index.php5|
玉麒麟海鲜酒家|玉麒麟海鮮酒家|Kirin Seafood Restaurant|200-7900 Westminster Highway|Richmond|BC|V6X1A5|$$$||1-604-303-8833|{"Mon-Sun":"10:00am-2:30pm; 5:00pm-10:30pm"}|http://www.kirinrestaurants.com/index.php5|
玉麒麟海鲜酒家|玉麒麟海鮮酒家|Kirin Seafood Restaurant|350 Gifford Street|New Westminster|BC|V3M7A3|$$$||1-604-528-8833|{"Mon-Sun":"11:00am - 2:30pm and 5:00pm - 10:30pm","Sat-Sun":"10:00am - 2:30pm and 5:00pm - 10:30pm"}|http://www.kirinrestaurants.com/index.php5|
海皇美食|海皇美食|Venice Garden Seafood Restaurant|262-2800 East 1st Ave|Vancouver|BC|V5M4N9|$$|true|1-604-876-8828|{"Mon-Sun":"8:00am - 1:00am"}|| 
森|森|Sen Chinese Bistro|101-1788 West Broadway|Vancouver|BC|V6J3J3|$$||1-604-558-3989|{"Mon-Sun":"11:00am - 10:00pm"}|http://senchinesebistro.com/|https://www.facebook.com/senchinesebistro
白玉兰餐馆|白玉蘭餐館|Chen’s Shanghai Kitchen|8095 Park Road|Richmond|BC|V6Y2Y8|$$||1-604-304-8288|{"Mon-Sun":"11:00am - 10:00pm"}||
沪上|滬上|No.1 Shanghai Cuisine|120-4200 No. 3 Road|Richmond|BC|V6X2C4|$$||1-604-279-1728|{"Mon-Sun":"11:00am - 1:00am"}|http://hushangfood.blog.163.com/|
惠食佳海鲜酒家|惠食佳海鮮酒家|Good Eat Seafood Restaurant|8111 Leslie Road|Richmond|BC|V6X1E4|$|true|1-604-278-6688|{}||
巴渝菜舍|巴渝菜舍|Szechuan House Restaurant|4394 Imperial St|Burnaby|BC|V5J1A9|$$||1-604-439-3029|{"Mon-Tue":"11:30am - 10:00pm","Wed-Thu":"5:00pm - 10:00pm","Fri-Sun":"11:30am - 10:00pm"}|| 
水晶宫饭店|水晶宮飯店|Crystal Palace Restaurant|4735 Willingdon Avenue|Burnaby|BC|V5G3H5|$||1-604-437-8813|{"Mon-Sun":"11:00am - 10:00pm"}|| 
鹿园茶餐厅|鹿園茶餐廳|Deer Garden Restaurant|3610 Westwood Street|Port Coquitlam|BC|V3B4S8|$$||1-604-468-7228|{}||
旺|旺|Shanghai Wonderful Restaurant|8380 Lansdowne Road|Richmond|BC|V6X3M6|$$|false|1-604-278-8829|{"Mon-Sun":"11:00am - 3:00pm and 5:00pm - 10:00pm"}|| 
侬京川沪粤海鲜酒家|儂京川滬粵海鮮酒家|Nong Chinese Restaurant|5701 Granville Street|Vancouver|BC|V6M3C5|$$||1-604-263-4460|{"Mon-Sun":"10:00am - 10:00pm"}|http://www.nongchinesevancouver.com/|
阿一鲍翅|阿一鮑翅|Grand Honour Restaurant|5701 Granville Street|Vancouver|BC|V6M3C5|$$$||1-604-263-3983|{}|| 
鲁菜又一春|魯菜又一春|Northern Chinese Cuisine|110-8188 Saba Road|Richmond|BC|V6Y4E2|$|false|1-604-278-6788|{"Mon":"Closed","Tue-Sun":"11:00am - 3:00pm and 5:00pm - 10:00pm"}||
凯旋大酒楼|凱旋大酒樓|Victory Seafood Restaurant|Ste 2216-4500 Kingsway|Burnaby|BC|V5H2A9|$$$||1-604-456-0388|{}|http://www.victoryseafoodrestaurant.com/| 
黎正记烧腊|黎正記燒臘|Lai Ching Kee|2010-8580 Alexandra Road|Richmond|BC|V6X4B3|$$||1-604-370-3888|{}|| 
北疆饭店|北疆飯店|Bei Jiang Restaurant|1075–8580 Alexandra Road|Richmond|BC|V6X1C3|$$||1-778-297-6656|{"Mon-Sun":"11:00am - 11:00pm"}|| 
牛仔餐厅|牛仔餐廳|Cattle Cafe|1020-8580 Alexandra Road|Richmond|BC|V6X4B3|$|true|1-604-276-2800|{"Mon-Sun":"11:00am - 1:00am"}|http://www.cattlecafe.ca/|https://www.facebook.com/CattleCafeRichmond
牛仔餐厅|牛仔餐廳|Cattle Cafe|7348 Kingsway|Burnaby|BC|V3N4P2|$|true|1-604-636-1123|{}|http://www.cattlecafe.ca/|
牛仔餐厅|牛仔餐廳|Cattle Cafe|4885 Kingsway|Burnaby|BC|V5H4T2|$|true|1-604-430-8686|{}|http://www.cattlecafe.ca/|
牛仔餐厅|牛仔餐廳|Cattle Cafe|3510 Kingsway|Vancouver|BC|V5R5X4|$|true|1-604-638-8990|{}|http://www.cattlecafe.ca/|
湘蜀飘香|湘蜀飄香|Hotluck Restaurant|6-4300 Kingsway|Burnaby|BC|V5H1Z8|$||1-604-568-1199|{"Mon-Tue":"11:30am - 11:00pm","Wed":"5:00pm - 11:00pm","Thu-Sun":"11:30am - 11:00pm"}|http://www.hotluck.ca/| 
冠宝美食之家|冠寶美食之家|Koon Bo Restaurant|5682 Fraser Street|Vancouver|BC|V5W2Z3|$$||1-604-323-1218|{"Mon":"Closed","Tue-Sun":"11:00am - 3:00pm and 5:00pm - 10:00pm"}||
雅室友素食|雅室友素食|4 Stones Vegetarian Cuisine|160–7771 Westminster Highway|Richmond|BC|V6X4J4|$$||1-604-278-0852|{"Mon":"Closed","Tue-Sun":"11:00am - 10:00pm"}||
聚|聚|Dinesty Chinese Restaurant|160–8111 Ackroyd Road|Richmond|BC|V6X3J9|$$||1-604-303-7772|{"Mon-Fri":"11:00am - 3:00pm and 5:30pm - 10:00pm","Sat-Sun":"11:00am - 3:00pm and 4:30pm - 10:00pm"}||
尚面馆|尚麵館|Shang Noodle House|130-8033 Saba Road|Richmond|BC|V6Y4B6|$||1-604-238-3388|{"Mon-Sun":"11:00am - 10:30pm"}|http://www.shangnoodlehouse.com/|
明家烧腊专家|明家燒臘專家|HK BBQ Master|4651 No. 3 Road|Richmond|BC|V6Y1N3|$|true|1-604-272-6568|{"Mon-Tue":"11:00am - 8:00pm","Wed":"Closed","Thu-Sun":"11:00am - 8:00pm"}||   
烤之味|烤之味|Li's China Grill|4-3377 Kingsway|Vancouver|BC|V5R5K6|$||1-604-568-1832|{"Mon-Sun":"5:00pm to 1:00am"}||
海港大酒楼|海港大酒樓|Sea Harbour Seafood Restaurant|150-8888 River Road|Richmond|BC|V6X1Y7|$$$||1-604-232-0816|{}|http://www.seaharbour.com/|
王记台湾牛肉面|王記台灣牛肉麵|Wang's Taiwan Beef Noodle House|8390 Granville St|Vancouver|BC|V6P4Z7|$||1-604-266-7966|{}|| 
破店|破店|Strike|3217 W Broadway|Vancouver|BC|V6K4N7|$||1-604-558-3217|{"Mon-Thu":"11:00am - 9:30pm","Fri-Sat":"11:00am - 10:00pm","Sun":"11:00am - 9:30pm"}||https://www.facebook.com/pages/Strike/113553352131031
聚湘村湘菜酒楼|聚湘村湘菜酒樓|Bushuair Restaurant|121-4600 No. 3 Road|Richmond|BC|V6X4E8|$$$||1-604-285-3668|{}||
小酌|小酌|508 Bistro|5507 Kingsway|Burnaby|BC|V5H2G3|$||1-604-436-3088|{"Mon":"05:00pm - 11:30pm","Tue":"Closed","Wed-Thu":"5:00pm - 11:30pm","Fri":"5:00pm - 12:30am","Sat":"11:30am - 12:30am","Sun":"11:30am - 11:30pm"}|http://www.508bistro.com/|https://www.facebook.com/profile.php?id=100001544722564 
零柒五五|零柒五五|0755 Restaurant & Lounge|3779 Sexsmith Road|Richmond|BC|V6X3Z9|$$||1-604-273-0755|{"Mon-Tue":"5:30pm - 12:11am","Fri-Sat":"5:30pm - 2:00am","Sun":"5:30pm - 12:11am"}|http://www.0755lounge.com/|
海棠海鲜酒家|海棠海鮮酒家|Hoi Tong Chinese Seafood Restaurant|160-8191 Westminster Hwy|Richmond|BC|V6X1A7|$$$||1-604-276-9229|{}||
新重庆|新重慶|New Chongqing Restaurant|2044 West 41st Ave|Vancouver|BC|V6M1Y7|$$||1-604-266-9988|{}|| 
上海九鼎|上海九鼎|Shanghai Xiao Long Bao Restaurant|469 Richards Street|Vancouver|BC|V6B6H6|$$||1-604-669-8816|{"Mon-Sun":"10:30am - 3:00pm and 5:00pm - 10:00pm"}|http://www.shanghaicuisinerestaurant.com/|
小肥羊火锅|小肥羊火鍋|Little Sheep Mongolian Hot Pot|200-4755 Kingsway|Burnaby|BC|V5H4W2|$$$|false|1-604-434-0001|{"Mon-Sun":"11:00am -12:00am"}|http://www.littlesheephotpot.com/|
小肥羊火锅|小肥羊火鍋|Little Sheep Mongolian Hot Pot|405-5300 No.3 Road|Richmond|BC|V2X2X9|$$$|false|1-604-231-8966|{"Mon-Sun":"11:00am -12:00am"}|http://www.littlesheephotpot.com/|
小肥羊火锅|小肥羊火鍋|Little Sheep Mongolian Hot Pot|101-1788 West Broadway|Vancouver|BC|V6J3J3|$$$|false|1-604-563-4868|{"Mon-Sun":"11:00am -12:00am"}|http://www.littlesheephotpot.com/|
凤鸣粥面|鳳鳴粥面|Neptune Wonton Noodle|110–8171 Akroyd Road|Richmond|BC|V6X3K1|$||1-604-207-9889|{"Mon-Sun":"11:00am - 2:00am"}||
松林居|松林居|Kalvin's Szechuen Restaurant|5225 Victoria Dr|Vancouver|BC|V5P3V5|$$||1-604-321-2888|{"Mon-Tue":"11:00am - 2:30pm and 5:30 - 9:30pm","Wed":"Closed","Thu-Sun":"11:00am - 2:30pm and 5:30 - 9:30pm"}||
黎良记牛什蛇羹专家|黎良記牛什蛇羹專家|Lai Leung Kee Delicatessen|1360-4540 No. 3 Road|Richmond|BC|V6X4E4|$||1-604-247-8893|{"Mon-Wed":"10:30am - 7:00pm","Thu":"Closed","Fri-Sun":"10:30am - 7:00pm"}||
少林面庄|少林麵莊|Shao Lin Noodle House|656 West Broadway|Vancouver|BC|V5Z1G1|$$|false|1-604-873-1618|{"Mon-Thu":"11:00am - 9:30pm","Fri-Sat":"11:00am - 10:00pm","Sun":"11:00am - 9:30pm"}|http://shalinnoodlehouse.com/|
金都餐厅饼店|金都餐廳餅店|Kam Do Restaurant & Bakery|1120-8391 Alexandra Road|Richmond|BC|V6X1C3|$$||1-604-231-9216|{}|| 
禅悦斋|禪悅齋|Spicy Vegetarian Cuisine|132-4200 No. 3 Road|Richmond|BC|V6X2C2|$$|true|1-604-304-3538|{"Mon-Tue":"11:00am - 3:00pm and 5:00pm-9:30pm","Wed":"Closed","Thu-Sun":"11:00am - 3:00pm and 5:00pm-9:30pm"}|| 
和平饭店|和平飯店|Peaceful Restaurant|2394 West 4th Ave|Vancouver|BC|V6K1P2|$$|false|1-604-559-9533|{"Mon-Thu":"11:00am - 9:30pm","Fri-Sun":"11:00am - 10:00pm"}|http://www.peacefulrestaurant.com/| 
和平饭店|和平飯店|Peaceful Restaurant|532 West Broadway|Vancouver|BC|V5Z1E9|$$|false|1-604-879-9878|{"Mon-Thu":"11:00am - 9:30pm","Fri-Sun":"11:00am - 10:00pm"}|http://www.peacefulrestaurant.com/| 
和平饭店|和平飯店|Peaceful Restaurant|43 East 5th Avenue|Vancouver|BC|V5T1G7|$$|false|1-604-559-9511|{"Mon-Thu":"11:00am - 9:30pm","Fri-Sun":"11:00am - 10:00pm"}|http://www.peacefulrestaurant.com/|
金边小馆|金邊小館|Phnom Penh|244 E Georgia Street|Vancouver|BC|V6A1Z7|$$||1-604-682-5777|{"Mon-Thu":"10:00am - 9:00pm","Fri-Sun":"10:00am - 10:00pm"}|| 
蜀九香|蜀九香|New Concept Hot Pot|168-8131 Westminster Highway|Richmond|BC|V6X1A7|$$$|true|1-604-303-9555|{}||
小四川|小四川|New Spicy Chili|160-4200 No. 3 Road|Richmond|BC|V6X2C4|$$|false|1-604-273-3388|{}|| 
一心园餐厅|一心園餐廳|One Heart Garden|138-8131 Westminster Hwy|Richmond|BC|V6X4J4|$||1-778-297-1268|{}|| 
上海一只鼎|上海一隻鼎|Top Shanghai Cuisine|120-8100 Ackroyd Road|Richmond|BC|V6X3K5|$$|false|1-604-278-8798|{"Mon-Sun":"10:30am - 10:30pm"}|http://www.topshanghaicuisine.com/| 
新荣记海鲜食馆|新榮記海鮮食館|Wing Kee Restaurant|120-8260 Granville Ave|Richmond|BC|V6Y1P3|$||1-604-270-1825|{}|| 
龙皇鲍翅海鲜酒家|龍皇鮑翅海鮮酒家|Neptune Seafood Restaurant|100-8171 Ackroyd Road|Richmond|BC|V6X3J9|$$|true|1-604-207-9888|{}|http://www.neptune-restaurant.ca/| 
春秋火锅|春秋火鍋|Landmark Hot Pot House|4023 Cambie Street|Vancouver|BC|V5Z2X9|$$$|false|1-604-872-2868|{"Mon-Sun":"5:00pm - 2:00am"}||https://www.facebook.com/landmarkhotpot
南翔小笼|南翔小籠|Shanghai Shanghai|3010-4151 Hazelbridge Way|Richmond|BC|V6X4J7|$|true|1-604-279-1239|{}||
潮州菜|潮州菜|Cheung's Chiu Chow Restaurant|2150-8391 Alexandra Road|Richmond|BC|V6X1C3|$$||1-778-898-8428|{"Mon-Sun":"11:00am - 11:00pm"}||
丰臣家|豐臣家|Toyotomi|110-8111 Anderson Road|Richmond|BC|V6Y2C1|$$$||1-778-297-6186|{"Mon-Sun":"5:00pm - 12:00am"}||https://www.facebook.com/pages/%E8%B1%90%E8%87%A3%E5%AE%B6/182177585159657
红灯笼|紅燈籠|Red Lantern|2265-8181 Cambie Road|Richmond|BC|V6X3X9|$||1-778-829-8009|{}|| 
九记|九記|No.9 Restaurant|812-5300 No. 3 Road|Richmond|BC|V6X2X9|$$|true|1-604-278-7700|{"Mon-Sun":"24hours"}|http://richmond9.com/|
星马印|星馬印|Tropika at Robson|1128 Robson Street|Vancouver|BC|V6E1B5|$$||1-604-737-6002|{"Mon-Sun":"11:00am - 10:00pm"}|http://www.tropika-canada.com/|
星马印|星馬印|Tropika at Robson|2975 Cambie Street|Vancouver|BC|V5Z2V7|$$||1-604-879-6002|{"Mon-Sun":"11:00am - 10:00pm"}|http://www.tropika-canada.com/|
星马印|星馬印|Tropika at Robson|322-5300 No.3 Road|Richmond|BC|V6X2X9|$$||1-604-233-7002|{"Mon-Sun":"11:00am - 10:00pm"}|http://www.tropika-canada.com/|
何源记|何源記|Ho Yuen Kee Restaurant|6236 Fraser Street|Vancouver|BC|V5W3A1|$$||1-604-324-8855|{"Mon-Thu":"11:00am - 11:00pm","Fri-Sat":"11:00am - 12:00am","Sun":"11:00am - 11:00pm"}||
